мокрую темноту	[['мокрый', {'вин,ед'}], ['темнота', {'вин,ед'}]]
мокрой тряпицей	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['тряпица', {'твор,ед'}]]
мокрым мосткам	[['мокрый', {'твор,ед', 'дат,мн'}], ['мосток', {'дат,мн'}]]
мокрые поленья	[['мокрый', {'вин,мн', 'им,мн'}], ['полено', {'вин,мн', 'им,мн'}]]
мокрый плащ	[['мокрый', {'вин,ед', 'им,ед'}], ['плащ', {'вин,ед', 'им,ед'}]]
мокрому лугу	[['мокрый', {'дат,ед'}], ['луг', {'вин,ед', 'местн,ед', 'дат,ед'}]]
мокрый платокъ	[['мокрый', {'вин,ед', 'им,ед'}], ['платок', {'вин,ед', 'им,ед'}]]
мокрой рубахе	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['рубаха', {'дат,ед', 'пр,ед'}]]
мокрое прикосновение	[['мокрый', {'вин,ед', 'им,ед'}], ['прикосновение', {'вин,ед', 'им,ед'}]]
мокрой каше	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['каша', {'дат,ед', 'пр,ед'}]]
мокрый термометр	[['мокрый', {'вин,ед', 'им,ед'}], ['термометр', {'вин,ед', 'им,ед'}]]
мокрую мордочку	[['мокрый', {'вин,ед'}], ['мордочка', {'вин,ед'}]]
мокрые глазки	[['мокрый', {'вин,мн', 'им,мн'}], ['глазок', {'вин,мн', 'им,мн'}]]
мокрая спина	[['мокрый', {'им,ед'}], ['спина', {'род,ед', 'им,ед'}]]
мокрых пятен	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['пятно', {'род,мн'}]]
мокрым губам	[['мокрый', {'твор,ед', 'дат,мн'}], ['губа', {'дат,мн'}]]
мокрые мостовые	[['мокрый', {'вин,мн', 'им,мн'}], ['мостовая', {'им,мн,полн', 'вин,мн,полн,неод', 'вин,мн', 'им,мн', 'вин,мн,неод'}]]
мокрых пылеуловителей	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['пылеуловитель', {'род,мн'}]]
мокрых обработок	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['обработка', {'род,мн'}]]
мокрых людей	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['человек', {'род,мн', 'вин,мн'}]]
мокрых пятна	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['пятно', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрым брюхом	[['мокрый', {'твор,ед', 'дат,мн'}], ['брюхо', {'твор,ед'}]]
мокрых плитах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['плита', {'пр,мн'}]]
мокрые пеленки	[['мокрый', {'вин,мн', 'им,мн'}], ['пеленка', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрых штанах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['штаны', {'пр,мн'}]]
мокрых спицах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['спица', {'пр,мн'}]]
мокрой смородиной	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['смородина', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}]]
мокрые лбы	[['мокрый', {'вин,мн', 'им,мн'}], ['лоб', {'вин,мн', 'им,мн'}]]
мокрый сапог	[['мокрый', {'вин,ед', 'им,ед'}], ['сапог', {'вин,ед', 'род,мн', 'им,ед'}]]
мокрый кашель	[['мокрый', {'вин,ед', 'им,ед'}], ['кашель', {'вин,ед', 'им,ед'}]]
мокрую подушку	[['мокрый', {'вин,ед'}], ['подушка', {'вин,ед'}]]
мокрых галок	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['галка', {'род,мн', 'вин,мн'}]]
мокрая мгла	[['мокрый', {'им,ед'}], ['мгла', {'им,ед'}]]
мокрый камень	[['мокрый', {'вин,ед', 'им,ед'}], ['камень', {'вин,ед', 'им,ед'}]]
мокрую зелень	[['мокрый', {'вин,ед'}], ['зелень', {'вин,ед', 'им,ед'}]]
мокрой поверхности	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['поверхность', {'дат,ед', 'вин,мн', 'род,ед', 'им,мн', 'пр,ед'}]]
мокрых полях	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['поле', {'пр,мн'}]]
мокрый пар	[['мокрый', {'вин,ед', 'им,ед'}], ['пар', {'вин,ед', 'род,мн', 'им,ед'}]]
мокрыми носами	[['мокрый', {'твор,мн'}], ['нос', {'твор,мн'}]]
мокрым ветром	[['мокрый', {'твор,ед', 'дат,мн'}], ['ветер', {'твор,ед'}]]
мокрые листья	[['мокрый', {'вин,мн', 'им,мн'}], ['лист', {'вин,мн', 'им,мн'}]]
мокром носу	[['мокрый', {'пр,ед'}], ['нос', {'парт,ед', 'местн,ед', 'дат,ед'}]]
мокрое место	[['мокрый', {'вин,ед', 'им,ед'}], ['место', {'вин,ед', 'им,ед'}]]
мокрое весло	[['мокрый', {'вин,ед', 'им,ед'}], ['весло', {'вин,ед', 'им,ед'}]]
мокрый дождь	[['мокрый', {'вин,ед', 'им,ед'}], ['дождь', {'вин,ед', 'им,ед'}]]
мокрыми щетками	[['мокрый', {'твор,мн'}], ['щетка', {'твор,мн'}]]
мокрая кожа	[['мокрый', {'им,ед'}], ['кожа', {'им,ед'}]]
мокрых листьях	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['лист', {'пр,мн'}]]
мокрых способов	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['способ', {'род,мн'}]]
мокрых шинелях	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['шинель', {'пр,мн'}]]
мокрой весны	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['весна', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрые мешки	[['мокрый', {'вин,мн', 'им,мн'}], ['мешок', {'вин,мн', 'им,мн'}]]
мокрый комбинезон	[['мокрый', {'вин,ед', 'им,ед'}], ['комбинезон', {'вин,ед', 'им,ед'}]]
мокрое платье	[['мокрый', {'вин,ед', 'им,ед'}], ['платье', {'вин,ед', 'им,ед', 'пр,ед'}]]
мокрому месту	[['мокрый', {'дат,ед'}], ['место', {'дат,ед'}]]
мокрую землю	[['мокрый', {'вин,ед'}], ['земля', {'вин,ед'}]]
мокрым скверам	[['мокрый', {'твор,ед', 'дат,мн'}], ['сквер', {'дат,мн'}]]
мокрым столом	[['мокрый', {'твор,ед', 'дат,мн'}], ['стол', {'твор,ед'}]]
мокрой тьме	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['тьма', {'дат,ед', 'пр,ед'}]]
мокрыми крышами	[['мокрый', {'твор,мн'}], ['крыша', {'твор,мн'}]]
мокрого носа	[['мокрый', {'вин,ед', 'род,ед'}], ['нос', {'род,ед'}]]
мокраго белья	[['мокрый', {'устар,вин', 'устар,род'}], ['белье', {'род,ед'}]]
мокрым плечом	[['мокрый', {'твор,ед', 'дат,мн'}], ['плечо', {'твор,ед'}]]
мокрой провизии	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['провизия', {'дат,ед', 'вин,мн', 'род,ед', 'им,мн', 'пр,ед'}]]
мокрых помещений	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['помещение', {'род,мн'}]]
мокрой грязью	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['грязь', {'твор,ед'}]]
мокрой мостовой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['мостовая', {'род,ед,жен', 'род,ед', 'пр,ед', 'вин,ед,полн,муж,неод', 'твор,ед', 'пр,ед,жен', 'им,ед', 'дат,ед,жен', 'им,ед,полн,муж', 'род,ед,полн,жен', 'твор,ед,полн,жен', 'пр,ед,полн,жен', 'дат,ед,полн,жен', 'твор,ед,жен', 'дат,ед'}]]
мокрой гимнастерки	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['гимнастерка', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрыми гумнами	[['мокрый', {'твор,мн'}], ['гумно', {'твор,мн'}]]
мокрых скрубберов	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['скруббер', {'род,мн'}]]
мокрым веником	[['мокрый', {'твор,ед', 'дат,мн'}], ['веник', {'твор,ед'}]]
мокрой осенью	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['осень', {'', 'твор,ед'}]]
мокрой бородой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['борода', {'твор,ед'}]]
мокрой шлифовке	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['шлифовка', {'дат,ед', 'пр,ед'}]]
мокрый живот	[['мокрый', {'вин,ед', 'им,ед'}], ['живот', {'вин,ед', 'им,ед'}]]
мокрая уборка	[['мокрый', {'им,ед'}], ['уборка', {'им,ед'}]]
мокрый перрон	[['мокрый', {'вин,ед', 'им,ед'}], ['перрон', {'вин,ед', 'им,ед'}]]
мокрую салфетку	[['мокрый', {'вин,ед'}], ['салфетка', {'вин,ед'}]]
мокрый труп	[['мокрый', {'вин,ед', 'им,ед'}], ['труп', {'вин,ед', 'им,ед'}]]
мокрых камышей	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['камыш', {'род,мн'}]]
мокрой ладошкой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['ладошка', {'твор,ед'}]]
мокрая гимнастерка	[['мокрый', {'им,ед'}], ['гимнастерка', {'им,ед'}]]
мокрых куртин	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['куртина', {'род,мн', 'им,ед'}]]
мокром бетоне	[['мокрый', {'пр,ед'}], ['бетон', {'пр,ед'}]]
мокрая кора	[['мокрый', {'им,ед'}], ['кора', {'им,ед'}]]
мокрая бумага	[['мокрый', {'им,ед'}], ['бумага', {'им,ед'}]]
мокрых кровель	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['кровля', {'род,мн'}]]
мокрую сдачу	[['мокрый', {'вин,ед'}], ['сдача', {'вин,ед'}]]
мокрую мышь	[['мокрый', {'вин,ед'}], ['мышь', {'вин,ед', 'им,ед'}]]
мокрые сапоги	[['мокрый', {'вин,мн', 'им,мн'}], ['сапог', {'вин,мн', 'им,мн'}]]
мокром способе	[['мокрый', {'пр,ед'}], ['способ', {'пр,ед'}]]
мокрые пески	[['мокрый', {'вин,мн', 'им,мн'}], ['песок', {'вин,мн', 'им,мн'}]]
мокрую осень	[['мокрый', {'вин,ед'}], ['осень', {'вин,ед', 'им,ед'}]]
мокрая ветка	[['мокрый', {'им,ед'}], ['ветка', {'им,ед'}]]
мокрых гнилей	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['гниль', {'род,мн', 'срав'}]]
мокрый локон	[['мокрый', {'вин,ед', 'им,ед'}], ['локон', {'вин,ед', 'им,ед'}]]
мокрой площади	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['площадь', {'дат,ед', 'вин,мн', 'род,ед', 'им,мн', 'пр,ед'}]]
мокрых ржах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['рожь', {'пр,мн'}]]
мокрых подштанниках	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['подштанники', {'пр,мн'}]]
мокрой вате	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['вата', {'дат,ед', 'пр,ед'}]]
мокрое полено	[['мокрый', {'вин,ед', 'им,ед'}], ['полено', {'вин,ед', 'им,ед'}]]
мокрым щекам	[['мокрый', {'твор,ед', 'дат,мн'}], ['щека', {'дат,мн'}]]
мокрой его	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['он=SPRO,ед,3-л,муж=вин', {'род,мн,сред', 'дат,мн', 'вин,ед,жен', 'дат,ед,жен', 'пр,мн,муж', 'твор,ед,сред', 'дат,мн,муж', 'род,ед,жен', 'им,мн,сред', 'твор,ед,муж', 'им,ед,сред', 'им,мн', 'род,ед,сред', 'твор,мн,сред', 'дат,ед,сред', 'вин,мн,муж', 'им,ед,муж', 'им,ед,жен', 'твор,ед,жен', 'пр,мн,сред', 'род,мн', 'вин,мн,од', 'пр,ед,жен', 'дат,ед,муж', 'вин,ед,сред', 'пр,ед,сред', 'пр,мн', 'вин,ед,муж,неод', 'вин,мн,сред', 'род,ед', 'род,ед,муж', 'вин,мн,неод', 'вин,ед,муж,од', 'твор,мн', 'дат,мн,сред', 'вин,ед,муж', 'пр,ед,муж', 'вин,ед'}]]
мокрая сирень	[['мокрый', {'им,ед'}], ['сирень', {'вин,ед', 'им,ед'}]]
мокрых листьев	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['лист', {'род,мн', 'им,ед'}]]
мокрому столу	[['мокрый', {'дат,ед'}], ['стол', {'дат,ед'}]]
мокрый веник	[['мокрый', {'вин,ед', 'им,ед'}], ['веник', {'вин,ед', 'им,ед'}]]
мокрым кустарником	[['мокрый', {'твор,ед', 'дат,мн'}], ['кустарник', {'твор,ед'}]]
мокрой накидке	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['накидка', {'дат,ед', 'пр,ед'}]]
мокрую скатерть	[['мокрый', {'вин,ед'}], ['скатерть', {'вин,ед', 'им,ед'}]]
мокрые канаты	[['мокрый', {'вин,мн', 'им,мн'}], ['канат', {'вин,мн', 'им,мн'}]]
мокрое окисление	[['мокрый', {'вин,ед', 'им,ед'}], ['окисление', {'вин,ед', 'им,ед'}]]
мокрый картуз	[['мокрый', {'вин,ед', 'им,ед'}], ['картуз', {'вин,ед', 'им,ед'}]]
мокрой коже	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['кожа', {'дат,ед', 'пр,ед'}]]
мокрую куртку	[['мокрый', {'вин,ед'}], ['куртка', {'вин,ед'}]]
мокрому лету	[['мокрый', {'дат,ед'}], ['лето', {'парт,ед', 'местн,ед', 'дат,ед'}]]
мокрого электрофильтра	[['мокрый', {'вин,ед', 'род,ед'}], ['электрофильтр', {'род,ед'}]]
мокрый тротуар	[['мокрый', {'вин,ед', 'им,ед'}], ['тротуар', {'вин,ед', 'им,ед'}]]
мокром цехе	[['мокрый', {'пр,ед'}], ['цех', {'пр,ед'}]]
мокрую кучу	[['мокрый', {'вин,ед'}], ['куча', {'вин,ед', 'непрош,ед,изъяв,1-л'}]]
мокрой яме	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['яма', {'дат,ед', 'пр,ед'}]]
мокрая собака	[['мокрый', {'им,ед'}], ['собака', {'им,ед'}]]
мокрых кустах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['куст', {'пр,мн'}]]
мокрый грунт	[['мокрый', {'вин,ед', 'им,ед'}], ['грунт', {'вин,ед', 'им,ед'}]]
мокрым размолом	[['мокрый', {'твор,ед', 'дат,мн'}], ['размол', {'твор,ед'}]]
мокрое рванье	[['мокрый', {'вин,ед', 'им,ед'}], ['рванье', {'вин,ед', 'им,ед', 'пр,ед'}]]
мокрое обмундирование	[['мокрый', {'вин,ед', 'им,ед'}], ['обмундирование', {'вин,ед', 'им,ед'}]]
мокрый платочек	[['мокрый', {'вин,ед', 'им,ед'}], ['платочек', {'вин,ед', 'им,ед'}]]
мокрая почва	[['мокрый', {'им,ед'}], ['почва', {'им,ед'}]]
мокрой губой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['губа', {'твор,ед'}]]
мокрая полоска	[['мокрый', {'им,ед'}], ['полоска', {'им,ед'}]]
мокрую кошку	[['мокрый', {'вин,ед'}], ['кошка', {'вин,ед'}]]
мокрые рубахи	[['мокрый', {'вин,мн', 'им,мн'}], ['рубаха', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрый скруббер	[['мокрый', {'вин,ед', 'им,ед'}], ['скруббер', {'вин,ед', 'им,ед'}]]
мокрый затылок	[['мокрый', {'вин,ед', 'им,ед'}], ['затылок', {'вин,ед', 'им,ед'}]]
мокрую перекладину	[['мокрый', {'вин,ед'}], ['перекладина', {'вин,ед'}]]
мокрым пятном	[['мокрый', {'твор,ед', 'дат,мн'}], ['пятно', {'твор,ед'}]]
мокрую майку	[['мокрый', {'вин,ед'}], ['майка', {'вин,ед', 'дат,ед'}]]
мокрая мостовая	[['мокрый', {'им,ед'}], ['мостовая', {'им,ед,жен', 'им,ед', 'им,ед,полн,жен'}]]
мокрым кулаком	[['мокрый', {'твор,ед', 'дат,мн'}], ['кулак', {'твор,ед'}]]
мокрой мордочкой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['мордочка', {'твор,ед'}]]
мокрыми способами	[['мокрый', {'твор,мн'}], ['способ', {'твор,мн'}]]
мокрому навозу	[['мокрый', {'дат,ед'}], ['навоз', {'парт,ед', 'дат,ед'}]]
мокрый халат	[['мокрый', {'вин,ед', 'им,ед'}], ['халат', {'вин,ед', 'им,ед'}]]
мокрых почв	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['почва', {'род,мн'}]]
мокрой ветки	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['ветка', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрым усам	[['мокрый', {'твор,ед', 'дат,мн'}], ['ус', {'род,мн', 'вин,мн', 'дат,мн'}]]
мокрый ком	[['мокрый', {'вин,ед', 'им,ед'}], ['кто=SPRO,ед,муж,од=пр', {'вин,ед', 'род,мн', 'им,ед', 'пр,ед'}]]
мокрых спин	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['спина', {'род,мн', 'вин,ед', 'им,ед'}]]
мокрым платком	[['мокрый', {'твор,ед', 'дат,мн'}], ['платок', {'твор,ед'}]]
мокрыми цветами	[['мокрый', {'твор,мн'}], ['цветок', {'твор,мн'}]]
мокрой гальке	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['галька', {'дат,ед', 'пр,ед'}]]
мокрое шоссе	[['мокрый', {'вин,ед', 'им,ед'}], ['шоссе', {'род,ед', 'пр,ед', 'род,мн', 'твор,ед', 'вин,мн', 'им,мн', 'дат,мн', 'им,ед', 'твор,мн', 'вин,ед', 'пр,мн', 'дат,ед'}]]
мокрых сумерках	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['сумерки', {'пр,мн'}]]
мокрой регенерации	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['регенерация', {'дат,ед', 'вин,мн', 'род,ед', 'им,мн', 'пр,ед'}]]
мокрые пальто	[['мокрый', {'вин,мн', 'им,мн'}], ['пальто', {'род,ед', 'пр,ед', 'род,мн', 'твор,ед', 'вин,мн', 'им,мн', 'дат,мн', 'им,ед', 'твор,мн', 'вин,ед', 'пр,мн', 'дат,ед'}]]
мокрому настилу	[['мокрый', {'дат,ед'}], ['настил', {'дат,ед'}]]
мокрый ил	[['мокрый', {'вин,ед', 'им,ед'}], ['ил', {'вин,ед', 'им,ед'}]]
мокрый солончак	[['мокрый', {'вин,ед', 'им,ед'}], ['солончак', {'вин,ед', 'им,ед'}]]
мокрым лугам	[['мокрый', {'твор,ед', 'дат,мн'}], ['луг', {'дат,мн'}]]
мокрая кашица	[['мокрый', {'им,ед'}], ['кашица', {'им,ед'}]]
мокрой травой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['трава', {'твор,ед'}]]
мокрого улавливания	[['мокрый', {'вин,ед', 'род,ед'}], ['улавливание', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрые слезы	[['мокрый', {'вин,мн', 'им,мн'}], ['слеза', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрыми брезентами	[['мокрый', {'твор,мн'}], ['брезент', {'твор,мн'}]]
мокрыми окнами	[['мокрый', {'твор,мн'}], ['окно', {'твор,мн'}]]
мокрое белье	[['мокрый', {'вин,ед', 'им,ед'}], ['белье', {'вин,ед', 'им,ед', 'пр,ед'}]]
мокрой листвой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['листва', {'твор,ед'}]]
мокрой стене	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['стена', {'дат,ед', 'пр,ед'}]]
мокрые болота	[['мокрый', {'вин,мн', 'им,мн'}], ['болото', {'вин,ед', 'вин,мн', 'род,ед', 'им,мн'}]]
мокрого тряпья	[['мокрый', {'вин,ед', 'род,ед'}], ['тряпье', {'род,ед'}]]
мокрого слоя	[['мокрый', {'вин,ед', 'род,ед'}], ['слой', {'непрош,деепр', 'род,ед'}]]
мокрый ствол	[['мокрый', {'вин,ед', 'им,ед'}], ['ствол', {'вин,ед', 'им,ед'}]]
мокрая борода	[['мокрый', {'им,ед'}], ['борода', {'им,ед'}]]
мокрые опорки	[['мокрый', {'вин,мн', 'им,мн'}], ['опорок', {'вин,мн', 'им,мн'}]]
мокрой очисткой	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['очистка', {'твор,ед'}]]
мокрыми сосульками	[['мокрый', {'твор,мн'}], ['сосулька', {'твор,мн'}]]
мокрую кашу	[['мокрый', {'вин,ед'}], ['каша', {'вин,ед'}]]
мокрого шлифования	[['мокрый', {'вин,ед', 'род,ед'}], ['шлифование', {'вин,мн', 'род,ед', 'им,мн'}]]
мокрую скамью	[['мокрый', {'вин,ед'}], ['скамья', {'вин,ед'}]]
мокрые плавки	[['мокрый', {'вин,мн', 'им,мн'}], ['плавки', {'мн,кр', 'вин,мн', 'им,мн', 'род,ед'}]]
мокрый туман	[['мокрый', {'вин,ед', 'им,ед'}], ['туман', {'вин,ед', 'им,ед'}]]
мокрой почве	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['почва', {'дат,ед', 'пр,ед'}]]
мокрой хвои	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['хвоя', {'вин,мн', 'род,ед', 'им,мн', 'ед,пов,2-л'}]]
мокрую штанину	[['мокрый', {'вин,ед'}], ['штанина', {'вин,ед'}]]
мокрых работах	[['мокрый', {'род,мн', 'вин,мн', 'пр,мн'}], ['работа', {'пр,мн'}]]
мокрой погоде	[['мокрый', {'дат,ед', 'твор,ед', 'род,ед', 'пр,ед'}], ['погода', {'дат,ед', 'пр,ед'}]]
мокрому днищу	[['мокрый', {'дат,ед'}], ['днище', {'дат,ед'}]]
