noun,холодный,ледяной,colour,code
сияние,1074,84
синева,1063,209
карцер,1060,244
тоска,1041,81
простор,1018,2920
ирония,1016,68
склад,1010,2081
тишина,1000,402
темнота,998,61
россия,983,65
частица,979,5903
взор,972,230
ливень,969,211
погреб,968,398
родник,936,129
вихорь,929,297
смесь,926,175
даль,924,44
водица,920,135
страх,890,114
температура,883,46
ясность,880,64
баня,880,3782
высота,868,333
речка,854,145
учтивость,810,58
скала,797,999
каша,762,1508
сумерки,743,48
бетон,740,52
тундра,737,149
крыло,737,51
ответ,725,61
эфир,725,91
форма,722,46
цветок,713,406
рыба,709,508
сквозняк,707,659
тяжесть,686,45
полоса,686,341
гора,678,15209
водичка,669,50
яма,659,141
грудь,654,118
берег,643,2394
шампанское,638,316
озноб,637,403
рассол,631,68
покой,609,204
жижа,597,294
вершина,595,1960
оболочка,590,1918
порыв,588,126
искра,572,62
чувство,552,62
лужа,542,234
одиночество,533,265
прослойка,525,1094
кухня,503,67
безмолвие,487,1032
дуновение,480,105
маска,476,282
серебро,473,60
спутник,467,469
дуло,465,41
поцелуй,464,164
язык,462,911
материал,457,558
лапа,444,106
кусок,441,111
бездна,440,248
широта,433,55
пальчик,433,47
ток,432,46
окоп,427,197
стол,424,44
дно,420,210
игла,409,2485
отблеск,405,51
зеркало,402,319
ступень,401,151
бесстрастие,398,40
январь,395,43
сок,386,61
свежесть,385,115
царство,384,634
гладь,382,914
кипяток,363,97
любезность,361,45
пучина,359,228
нева,359,57
кора,352,6668
страсть,336,96
кольцо,333,456
купание,331,67
ком,327,406
болото,321,143
глыба,319,7996
пластина,316,792
дерево,312,65
лимонад,309,167
одеяло,298,92
пещера,298,2637
неподвижность,295,72
оцепенение,292,171
гряда,289,275
ложе,288,209
он,278,150
тюрьма,277,202
диск,270,70
порода,264,461
высь,261,55
образец,259,156
броня,258,1609
паркет,257,51
одежда,255,51
купель,251,1312
крашение,249,101
твердость,246,51
комок,243,254
кровать,241,74
нож,233,43
плащ,233,43
равнина,218,1461
дорога,217,4929
долина,213,49
площадь,209,60
сфера,205,451
глазок,200,46
бассейн,199,114
покров,197,97940
склон,196,883
кирпич,194,47
путь,192,158
дыра,175,44
жилье,172,51
окрошка,166,84
норд,164,108
звон,159,40
статуя,156,355
вал,153,2080
глубь,151,55
восторг,149,53
столб,148,854
мурашка,147,50
колонна,142,75
холм,142,613
грань,142,42
решетка,142,66
свод,138,346
шар,137,307
иголка,137,567
колодец,134,149
материк,132,1048
арктика,131,58
остров,127,6802
невозмутимость,119,46
дворец,117,1145
образование,115,2951
кристалл,115,12699
твердь,114,170
муть,114,47
месиво,114,257
осколок,113,955
комочек,111,152
омут,108,43
ад,108,379
саван,107,49
чашка,106,42
столбик,106,40
поднебесье,104,44
буря,103,119
тиски,103,437
зерно,102,547
избушка,101,139
кислота,100,88
блестка,100,43
круг,99,219
вьюга,96,43
вихор,90,50
изморозь,90,45
нутро,90,44
прозрачность,88,80
сквознячок,87,92
крест,87,94
ступня,87,53
мантия,84,72
град,83,112
пропасть,81,209
коготь,74,94
они,71,228
изваяние,70,60
ось,63,62
клин,63,2976
хрусталь,62,60
замок,59,184
полюс,59,52
громада,58,977
купол,58,2988
прорубь,56,601
толща,55,1727
стихия,54,212
обруч,54,273
шарик,53,570
цилиндр,52,281
водопад,52,58
судорога,52,40
башня,52,54
сугроб,48,40
мешок,47,338
площадка,46,806
плен,46,1183
рябь,44,632
паутина,44,48
покрывало,43,72
обломок,42,462
кружка,42,126
цемент,42,226
война,315393,0
прокатка,49291,0
время,46580,0
оружие,42548,0
климат,24512,0
погода,23792,0
фронт,17418,0
деформация,17417,0
состояние,17191,0
обработка,13579,0
плазма,12863,0
штамповка,11796,0
катод,9724,0
газ,9123,0
течение,8940,0
весна,8592,0
закуска,7844,0
место,7807,0
полугодие,6955,0
помещение,6895,0
лето,5606,0
год,5451,0
копчение,5445,0
чай,5307,0
сезон,4808,0
сварка,4769,0
рассудок,4769,0
способ,4553,0
осень,4491,0
отношение,4404,0
выдавливание,4289,0
прессование,4263,0
ум,4195,0
конец,4188,0
прокат,4091,0
вторжение,3838,0
сени,3828,0
нейтрон,3810,0
мясо,3801,0
высадка,3702,0
утро,3640,0
половина,3533,0
спай,3497,0
голова,3477,0
наблюдение,3277,0
жестокость,3080,0
отверждение,3000,0
парник,2989,0
район,2965,0
волочение,2945,0
источник,2651,0
условие,2590,0
компонент,2542,0
электрон,2513,0
любопытство,2492,0
сталь,2399,0
церковь,2393,0
разум,2342,0
спирт,2237,0
сторона,2197,0
блюдо,2186,0
дутье,2151,0
ковка,2143,0
пора,2096,0
подложка,2092,0
стратификация,2088,0
труп,2006,0
участок,1977,0
телятина,1966,0
щека,1959,0
тень,1952,0
внимание,1926,0
печь,1925,0
нос,1885,0
эмиссия,1840,0
работа,1806,0
ремонт,1788,0
водоснабжение,1747,0
рассудочность,1734,0
расчетливость,1723,0
рассвет,1688,0
пятно,1678,0
деформирование,1665,0
вытяжка,1647,0
ион,1645,0
мрамор,1626,0
вещество,1609,0
бешенство,1505,0
красота,1504,0
котлета,1468,0
сарай,1462,0
картошка,1435,0
ацетон,1425,0
сдержанность,1373,0
эгоизм,1367,0
барак,1361,0
двигатель,1351,0
отчаяние,1332,0
хранение,1327,0
полумаска,1327,0
сапожник,1323,0
землянка,1309,0
храм,1275,0
электрод,1223,0
эгоист,1220,0
анализ,1198,0
кофе,1166,0
трава,1137,0
ужин,1133,0
пепел,1093,0
вагон,1090,0
цех,1080,0
дождик,1045,0
правка,1038,0
резерв,1036,0
злоба,1032,0
примочка,1026,0
улица,997,0
пища,983,0
оттенок,981,0
утренник,977,0
сомнение,977,0
суп,969,0
баранина,945,0
туча,935,0
москва,924,0
зола,922,0
ствол,921,0
наклеп,903,0
свечение,897,0
метод,891,0
н,888,0
ручка,879,0
лед,879,0
гигант,860,0
амбар,859,0
наблюдатель,853,0
петербург,839,0
дым,834,0
отчужденность,831,0
тигель,827,0
экстракция,823,0
решимость,815,0
натура,804,0
жизнь,799,0
гранит,797,0
насмешка,793,0
логика,785,0
контейнер,766,0
смех,759,0
красавица,758,0
курица,749,0
кожа,740,0
цинизм,738,0
асфальт,728,0
бензол,725,0
атом,721,0
лестница,705,0
размышление,702,0
предмет,695,0
достоинство,687,0
злость,683,0
резка,682,0
синтез,678,0
масло,671,0
риторика,664,0
женщина,664,0
говядина,656,0
трубка,649,0
метанол,646,0
лес,643,0
рассуждение,642,0
кушанье,629,0
простыня,628,0
протяжка,618,0
лезвие,616,0
пучок,613,0
этанол,607,0
скептицизм,602,0
водоем,601,0
запах,598,0
чугун,598,0
тип,588,0
рационализм,584,0
рассудительность,580,0
угол,579,0
п,575,0
змея,574,0
сжатие,573,0
обтирание,547,0
воля,545,0
паровоз,542,0
огонек,540,0
пятидневка,532,0
вулканизация,531,0
горница,526,0
проращивание,523,0
адвекция,523,0
собор,522,0
варварство,521,0
гамма,519,0
борщ,518,0
кабинет,516,0
сушка,514,0
дерзость,514,0
стерилизация,514,0
класс,507,0
кладовая,504,0
глина,504,0
она,504,0
удивление,502,0
письмо,501,0
закат,500,0
отчуждение,499,0
двор,496,0
встреча,489,0
высадок,488,0
регион,488,0
белизна,484,0
враждебность,484,0
уголь,480,0
пена,479,0
вътер,477,0
чулан,473,0
точка,468,0
ружье,467,0
питие,466,0
палатка,465,0
любовь,462,0
завтрак,460,0
краска,456,0
этап,454,0
накатывание,453,0
плечо,453,0
оранжерея,453,0
постройка,452,0
колорит,452,0
объективность,449,0
циклон,442,0
воронка,439,0
асфальтобетон,438,0
занос,435,0
отказ,430,0
обкатка,429,0
промывка,427,0
пуск,426,0
интервал,426,0
уста,425,0
обращение,418,0
материя,417,0
ремесленник,415,0
полотенце,412,0
труба,412,0
недоумение,411,0
местность,409,0
камин,409,0
лист,409,0
режим,409,0
скука,403,0
петроград,400,0
абсцесс,396,0
сосиска,394,0
обливание,394,0
азот,394,0
доска,389,0
гексан,388,0
око,388,0
номер,381,0
строгость,381,0
водород,381,0
природа,380,0
продувка,380,0
ростбиф,380,0
ручонка,376,0
здание,375,0
машина,374,0
рассчет,374,0
прихожая,372,0
голубизна,371,0
облагораживание,371,0
величие,370,0
дух,365,0
чердак,365,0
воспитание,364,0
мерцание,362,0
самовар,362,0
очаг,361,0
кипение,361,0
ремесленничество,356,0
сознание,354,0
толпа,349,0
литосфера,349,0
ход,348,0
фраза,348,0
чистота,347,0
зритель,347,0
высокомерие,345,0
морось,339,0
приговор,338,0
игра,337,0
лесостепь,335,0
хата,334,0
важность,334,0
слиток,330,0
буфер,329,0
сверхгигант,329,0
темперамент,329,0
пальто,326,0
гордость,326,0
родина,325,0
затвор,324,0
осетрина,323,0
чудовище,323,0
сапог,323,0
каморка,320,0
столица,319,0
сливки,319,0
синь,317,0
штамп,317,0
надменность,316,0
полумрак,316,0
рассадник,315,0
капелька,314,0
действительность,314,0
система,314,0
объем,314,0
пренебрежение,313,0
зала,313,0
острие,312,0
клеенка,312,0
шинель,311,0
антициклон,309,0
дичь,309,0
пирог,309,0
стадия,308,0
трезвость,304,0
бутылка,302,0
мастерская,300,0
еда,300,0
ладошка,299,0
академизм,297,0
местообитание,297,0
космос,297,0
поклон,294,0
замкнутость,294,0
ночевка,293,0
накатка,292,0
теплоноситель,291,0
клуб,290,0
экран,290,0
слякоть,290,0
обжатие,289,0
тамбур,283,0
ручеек,279,0
простой,279,0
щи,278,0
планета,276,0
зрачок,274,0
стакан,272,0
трепет,271,0
кумыс,271,0
ухо,271,0
разврат,270,0
клеть,270,0
ледник,269,0
наружность,269,0
мастика,268,0
свидетель,268,0
медь,267,0
циник,267,0
уверенность,266,0
я,265,0
абстракция,265,0
уважение,265,0
формовка,264,0
характер,262,0
неприязнь,261,0
отзыв,260,0
февраль,259,0
веранда,259,0
пивко,259,0
граница,257,0
вспышка,256,0
пелена,256,0
чело,256,0
каземат,254,0
май,254,0
прах,253,0
искусство,253,0
фосфатирование,252,0
фон,251,0
загиб,251,0
обед,251,0
пожар,250,0
прут,249,0
интерес,248,0
батарея,247,0
гибка,247,0
шихта,246,0
элемент,242,0
рис,241,0
боль,241,0
лоск,240,0
свинина,240,0
мастерство,239,0
бульон,239,0
похлебка,239,0
пары,239,0
отстраненность,238,0
штык,238,0
гнев,234,0
насмешливость,234,0
картофелина,231,0
картофель,230,0
образ,230,0
произведение,229,0
кран,229,0
эмаль,227,0
сенцы,227,0
стих,226,0
испытание,225,0
компот,225,0
льдинка,225,0
слизь,224,0
кладовка,224,0
навивка,224,0
вальцовка,221,0
ящик,221,0
подоконник,220,0
беспристрастие,220,0
аудитория,218,0
дверь,218,0
влажность,217,0
критика,216,0
черта,215,0
самоуверенность,215,0
юрта,215,0
казарма,214,0
снежинка,214,0
октябрь,214,0
вопрос,213,0
линия,213,0
вальцы,211,0
существо,211,0
резонерство,210,0
след,210,0
суровость,210,0
макароны,209,0
вестибюль,208,0
отвердение,208,0
апрель,208,0
число,208,0
выброс,207,0
декабрь,207,0
часы,206,0
темень,206,0
сцена,204,0
зелень,204,0
бок,204,0
резервирование,203,0
корректность,203,0
иней,202,0
пафос,201,0
мужество,201,0
деловитость,200,0
вышина,200,0
простокваша,199,0
сутки,197,0
льдина,195,0
запуск,195,0
жилище,195,0
заготовка,194,0
официальность,193,0
сила,193,0
забвение,192,0
подушка,191,0
аллегория,191,0
час,191,0
батик,191,0
давление,191,0
нарзан,191,0
март,190,0
бесстрастность,189,0
пирожок,189,0
ноябрь,189,0
пристройка,188,0
свинец,186,0
потемки,185,0
спальня,185,0
воз,185,0
объективизм,185,0
строка,185,0
торжественность,184,0
изморось,184,0
ненастье,183,0
мансарда,182,0
мера,182,0
тху,182,0
предбанник,182,0
хлопья,181,0
сумароков,181,0
недоверие,181,0
кафель,180,0
палата,180,0
невеста,178,0
поручень,178,0
муфель,178,0
поросенок,178,0
кивок,177,0
железка,177,0
блик,177,0
тельце,176,0
конечность,176,0
апатия,175,0
отвага,174,0
метель,174,0
рассеянность,173,0
мамалыга,173,0
чайник,173,0
лягушка,173,0
калибровка,172,0
жар,172,0
хлороформ,172,0
ступенька,171,0
проза,171,0
император,170,0
комнатка,170,0
теплица,170,0
конденсат,168,0
созерцание,168,0
звук,167,0
ложбина,167,0
карлик,167,0
столовая,167,0
сектор,167,0
подъезд,166,0
ремесло,166,0
перила,165,0
высачивание,165,0
яд,164,0
чеканка,163,0
вариант,162,0
начало,162,0
скамья,162,0
мох,161,0
теплушка,161,0
отделка,161,0
цыпленок,160,0
змейка,159,0
зарево,159,0
твердение,158,0
ожесточение,158,0
завалка,158,0
половица,157,0
локоть,157,0
спина,157,0
укоризна,155,0
суглинок,155,0
наблюдательность,154,0
прищур,154,0
скамейка,153,0
рельс,153,0
поезд,152,0
рубка,152,0
спинка,152,0
школа,151,0
стиль,150,0
вокзал,150,0
остаток,149,0
формование,149,0
шум,148,0
ветвь,148,0
промперегрев,147,0
золото,147,0
ветчина,146,0
старость,146,0
утюг,146,0
изумление,145,0
отвращение,145,0
мишень,145,0
завивка,145,0
великолепие,144,0
формализм,144,0
знание,143,0
рукоятка,143,0
контакт,142,0
яблоко,142,0
небосклон,142,0
готовность,142,0
нитка,142,0
валка,141,0
вътра,141,0
лепетание,141,0
посад,141,0
вселенная,140,0
европеец,139,0
силосование,139,0
щупальце,139,0
галька,139,0
лик,139,0
отрезок,138,0
лаборатория,137,0
отсвет,137,0
мудрец,136,0
убийца,136,0
это,136,0
беспощадность,136,0
черствость,135,0
дума,135,0
ленинград,135,0
слияние,135,0
муза,135,0
молекула,134,0
настороженность,134,0
упорство,133,0
невнимание,133,0
внешность,133,0
веко,133,0
просинь,132,0
чернота,132,0
мина,131,0
лавка,130,0
бездушие,130,0
печаль,130,0
скептик,129,0
история,129,0
электролит,129,0
гелий,128,0
песенка,128,0
остроумие,128,0
прошлое,126,0
точность,126,0
келья,125,0
аналитик,125,0
жуть,125,0
гостиная,124,0
ты,124,0
почтительность,124,0
яичница,124,0
костер,123,0
мастер,123,0
пух,123,0
поэт,122,0
живопись,122,0
брикетирование,122,0
гидропрессование,121,0
дымка,121,0
объект,121,0
волнение,121,0
отвлеченность,120,0
приклад,120,0
дерн,120,0
нотка,120,0
мудрость,119,0
пентан,119,0
скепсис,119,0
гостиница,119,0
очистка,118,0
безучастие,118,0
оснастка,117,0
вражда,117,0
блиндаж,117,0
зонд,117,0
вдавливание,117,0
арбуз,116,0
вечность,115,0
комнатушка,115,0
прагматизм,114,0
склеп,114,0
диван,114,0
гнутье,114,0
разеудок,113,0
полимеризация,113,0
раскатка,113,0
пара,113,0
фрагментация,113,0
краса,113,0
клепка,113,0
блин,113,0
осадок,113,0
нары,113,0
что,113,0
горение,113,0
тайга,112,0
сад,112,0
петля,112,0
подземелье,112,0
ласка,112,0
приветствие,112,0
клинок,111,0
кислород,111,0
котел,111,0
автобус,111,0
отрешенность,111,0
пистолет,110,0
торец,110,0
отделение,110,0
айран,109,0
редуцирование,109,0
выращивание,109,0
зверство,109,0
дигестия,109,0
сжигание,108,0
разложение,108,0
платье,107,0
измерение,107,0
света,107,0
цифра,106,0
негодование,106,0
перелив,106,0
воображение,105,0
дождичек,104,0
гроб,104,0
неприступность,104,0
резонатор,104,0
оруж,104,0
лазурь,103,0
хлев,103,0
признание,103,0
пасквиль,103,0
интеллигенция,102,0
безучастность,102,0
клавиша,102,0
энергия,102,0
подполье,102,0
досада,102,0
париж,101,0
нить,101,0
гарь,100,0
одобрение,100,0
аномалия,100,0
дача,100,0
исполнение,99,0
отвар,98,0
кисть,98,0
косяк,98,0
моделирование,98,0
змей,97,0
облик,97,0
лапка,97,0
деление,96,0
полынь,96,0
якутия,96,0
мостовая,96,0
связывание,96,0
уныние,96,0
ничто,96,0
прессовка,96,0
профилирование,95,0
теснота,94,0
упрямство,94,0
отжим,93,0
кристаллизация,93,0
вестник,93,0
россыпь,93,0
маринад,93,0
бессердечие,93,0
безличность,92,0
армения,92,0
рукоять,92,0
речь,92,0
истина,91,0
кабина,91,0
наглость,90,0
сарказм,90,0
театр,90,0
посол,90,0
недра,90,0
старт,89,0
веяние,89,0
богиня,88,0
век,88,0
пунш,88,0
высокогорье,88,0
осуждение,87,0
философ,87,0
пуня,87,0
горечь,87,0
отчетливость,87,0
рот,86,0
исследование,85,0
чужбина,85,0
перст,85,0
днепр,85,0
самовластие,85,0
общежитие,85,0
заварка,85,0
небосвод,84,0
буфет,84,0
скважина,84,0
отпор,84,0
жаба,83,0
застенок,82,0
мечта,82,0
мраморность,81,0
обстановка,81,0
отстой,81,0
издевка,80,0
этилацетат,80,0
тряпка,80,0
раздражение,79,0
ремень,79,0
криница,79,0
лежанка,78,0
запястье,78,0
ломка,78,0
алкоголь,78,0
горизонт,78,0
сметана,78,0
фенол,78,0
плеск,78,0
контур,77,0
пустырь,77,0
агломерат,77,0
лязг,76,0
ротик,76,0
чума,76,0
архангельск,76,0
трамвай,76,0
леность,76,0
брезгливость,75,0
жало,75,0
индейка,75,0
балтика,74,0
таймыр,74,0
поть,74,0
молоток,74,0
манера,73,0
браунинг,73,0
сопротивление,73,0
нега,73,0
детство,73,0
подливка,72,0
пакет,72,0
пейзаж,72,0
болтовня,72,0
настой,71,0
добавка,71,0
яйцо,71,0
свекольник,71,0
весть,71,0
нанесение,71,0
студень,71,0
решительность,71,0
гидродинамика,71,0
игрушка,71,0
дизель,70,0
аккреция,70,0
космополит,70,0
щель,70,0
листоотделка,70,0
шутка,70,0
печать,70,0
передел,69,0
д,69,0
парадность,69,0
чопорность,69,0
недоброжелательство,69,0
носитель,68,0
бог,68,0
волос,68,0
сверкание,68,0
констатация,68,0
скоба,68,0
небрежность,68,0
терраса,67,0
полоска,67,0
слог,67,0
продукт,67,0
спрут,67,0
предчувствие,67,0
справедливость,67,0
термояд,67,0
правда,67,0
профиль,67,0
линолеум,66,0
висок,66,0
сажа,66,0
р,66,0
впечатление,66,0
сентябрь,66,0
вареник,66,0
парк,65,0
колено,65,0
пресса,65,0
передняя,65,0
трюм,65,0
угроза,65,0
овес,65,0
ил,64,0
скобка,64,0
экструзия,64,0
финн,64,0
суетня,64,0
слюна,63,0
лоно,63,0
резервуар,63,0
развалины,63,0
стук,63,0
пальтишко,63,0
снежок,63,0
белье,63,0
резонер,63,0
анахронизм,62,0
воин,62,0
поучение,62,0
жест,62,0
молочко,62,0
безнадежность,62,0
вьтер,61,0
меч,61,0
полутьма,61,0
внедрение,61,0
полночь,61,0
оценка,61,0
корпус,61,0
като,61,0
святыня,61,0
рама,60,0
железа,60,0
настойчивость,60,0
коварство,60,0
интрузия,60,0
салфетка,60,0
стенд,60,0
диссертация,60,0
самообладание,59,0
адепт,59,0
носик,59,0
винтовка,59,0
туманность,59,0
писатель,59,0
усовершенствование,59,0
горн,58,0
мироздание,58,0
смешение,58,0
ус,58,0
трясина,58,0
пруд,58,0
постел,58,0
последователь,58,0
выдумка,58,0
пайка,57,0
полдень,57,0
обмывание,57,0
практицизм,57,0
боб,57,0
трупик,57,0
аргон,57,0
топливо,57,0
сосняк,57,0
морс,57,0
профессионализм,57,0
июнь,57,0
щелочь,57,0
перо,57,0
суд,57,0
кокетство,57,0
лечение,56,0
симметрия,56,0
фейерверк,56,0
строение,56,0
зимовка,56,0
имя,56,0
плоскость,56,0
шкаф,56,0
тональность,56,0
соображение,56,0
хижина,55,0
подпрессовка,55,0
воспоминание,55,0
обувь,55,0
живот,55,0
скальпель,55,0
шалаш,55,0
стремя,55,0
легкость,55,0
фойе,55,0
себялюбец,55,0
изучение,55,0
житьишко,55,0
толуол,55,0
категория,55,0
электричка,54,0
укол,54,0
непонимание,54,0
отражение,54,0
реализм,54,0
искорка,54,0
ветка,54,0
рациональность,54,0
грунт,54,0
помост,54,0
скрап,54,0
кондиционирование,54,0
перл,54,0
любовник,54,0
разуверение,54,0
фантазия,54,0
плоть,53,0
скорбь,53,0
складка,53,0
строфа,53,0
стилизация,53,0
косточка,53,0
пресс,53,0
пушок,53,0
плакирование,53,0
политик,53,0
ласковость,53,0
парат,53,0
жалость,53,0
сеть,53,0
сухость,53,0
июль,52,0
ложь,52,0
подозрительность,52,0
консервы,52,0
орудие,52,0
приготовление,52,0
бесстрашие,52,0
склеивание,52,0
суета,52,0
манерность,52,0
лжец,52,0
свист,51,0
инструмент,51,0
часовня,51,0
благоразумие,51,0
озлобление,51,0
темница,51,0
наука,51,0
шерсть,51,0
отрицание,51,0
изложница,51,0
украшение,51,0
безжалостность,51,0
периферия,50,0
созерцатель,50,0
кукушкин,50,0
перечисление,50,0
жажда,50,0
червь,50,0
пластич,50,0
телятник,50,0
литье,50,0
кефир,50,0
станция,50,0
кафля,50,0
призрак,50,0
смешок,50,0
отповедь,50,0
тепло,50,0
красавец,50,0
кружок,50,0
существование,50,0
тряпица,50,0
прощание,50,0
упрочнение,50,0
экстрагирование,50,0
лейка,49,0
квасок,49,0
актер,49,0
мураш,49,0
глянец,49,0
мойка,49,0
восхищение,49,0
нефть,49,0
бокал,49,0
вещь,49,0
проволока,49,0
сера,49,0
чиновник,49,0
молитва,49,0
вой,49,0
прямоугольник,48,0
шквал,48,0
юг,48,0
буква,48,0
абс,48,0
отчет,48,0
томление,48,0
сакля,48,0
стишок,48,0
валенок,48,0
бронза,48,0
вызов,48,0
шея,47,0
сосуд,47,0
кость,47,0
отчизна,47,0
ведро,47,0
мораль,47,0
отсек,47,0
сидение,47,0
происхождение,47,0
мыслитель,47,0
крыльцо,47,0
родничок,47,0
роскошь,47,0
градусник,46,0
жесть,46,0
небытие,46,0
кисель,46,0
самолет,46,0
слушатель,46,0
норвегия,46,0
звездочка,46,0
пышность,46,0
нора,46,0
рассказ,46,0
стебель,46,0
усталость,46,0
низ,46,0
бесчувственность,45,0
поземка,45,0
зев,45,0
каюта,45,0
напряжение,45,0
днище,45,0
ткань,45,0
будка,45,0
совершенство,45,0
быт,45,0
седло,45,0
ушат,45,0
молния,45,0
морда,45,0
проковка,45,0
нужник,45,0
рационалист,45,0
ученый,45,0
дань,45,0
беспристрастность,45,0
мечтатель,44,0
солнышко,44,0
исландия,44,0
оно,44,0
оброк,44,0
ученость,44,0
мыло,44,0
курок,44,0
плитка,44,0
колодка,44,0
зоря,44,0
жесткость,44,0
корридор,44,0
непримиримость,43,0
клюква,43,0
щечка,43,0
самолюбие,43,0
язь,43,0
пасть,43,0
щипчики,43,0
острота,43,0
шепот,43,0
мертвец,43,0
призер,43,0
формула,43,0
ощущение,43,0
овраг,43,0
угар,43,0
декламация,43,0
порядок,43,0
атеист,43,0
созерцательность,43,0
девушка,43,0
газировка,42,0
хвост,42,0
марево,42,0
четкость,42,0
повторение,42,0
прагматик,42,0
немота,42,0
бумага,42,0
светило,42,0
павильон,42,0
земл,42,0
особа,42,0
вре,42,0
дочь,41,0
бидон,41,0
торжество,41,0
визг,41,0
наган,41,0
одр,41,0
лачуга,41,0
кинжал,41,0
отлив,41,0
коробка,41,0
азарт,41,0
кимоно,41,0
роль,41,0
боржом,41,0
солома,41,0
гравий,41,0
обдуманность,40,0
существенность,40,0
сладость,40,0
срубец,40,0
ботинок,40,0
водочка,40,0
корка,0,22565
холод,0,5701
жила,0,5179
панцирь,0,5131
массив,0,4993
сосулька,0,4899
щит,0,3957
барьер,0,3574
горка,0,3151
дорожка,0,2798
включение,0,2644
торос,0,2622
шапка,0,2455
керн,0,2298
корочка,0,2123
крупа,0,1934
затор,0,1884
континент,0,1728
поход,0,1724
крошево,0,1642
узор,0,1519
бугор,0,1493
кристаллик,0,1366
шлир,0,1308
припай,0,1293
линза,0,1277
пробка,0,1274
обрыв,0,1169
оковы,0,1167
кромка,0,1152
мост,0,1106
зародыш,0,1035
переправа,0,1034
плато,0,984
нарост,0,930
стужа,0,927
перемычка,0,917
плотина,0,870
пласт,0,840
холодность,0,761
сало,0,735
крошка,0,731
наст,0,656
пластинка,0,617
покрытие,0,593
каток,0,586
питание,0,556
калориметр,0,555
шуга,0,515
крепость,0,509
прослой,0,507
трасса,0,507
прослоек,0,472
панцырь,0,459
сталактит,0,449
хребет,0,443
преграда,0,443
охлаждение,0,435
блок,0,390
сооружение,0,384
холодок,0,377
асон,0,374
аэродром,0,373
нагромождение,0,366
короста,0,356
заберег,0,351
основание,0,351
домик,0,351
иголочка,0,344
стебелек,0,342
снзсоон,0,332
грот,0,326
якорь,0,325
кубик,0,298
антарктида,0,297
крыша,0,294
чаша,0,272
выступ,0,269
скат,0,265
хранилище,0,265
лавина,0,261
жилка,0,238
причал,0,233
уксус,0,228
шельф,0,226
уступ,0,223
отложение,0,219
хаос,0,208
шторм,0,206
фигура,0,193
желоб,0,187
слон,0,185
бахрома,0,179
пика,0,177
налет,0,177
скопление,0,175
гребень,0,172
монолит,0,172
залежи,0,171
пылинка,0,166
потолок,0,164
хладнокровие,0,163
конгломерат,0,161
залежь,0,158
закраина,0,158
частичка,0,156
арена,0,151
тропа,0,150
крупинка,0,146
русло,0,144
платформа,0,143
цепь,0,143
борода,0,141
